attacker_id,attacker_name,defender_id,defender_name,atk_upgrade,hp_upgrade,attacker_atk,defender_hp,hits_to_kill,hits_base,hits_delta
1,Fortress,4,Melting Point,2,1,8872.6,35543.0,5,5,0
1,Fortress,4,Melting Point,2,2,8872.6,44815.2,6,5,1
1,Fortress,5,Rhino,0,0,6524.0,19297.0,3,3,0
1,Fortress,5,Rhino,0,1,6524.0,22191.5,4,3,1
1,Fortress,5,Rhino,0,2,6524.0,27980.6,5,3,2
1,Fortress,5,Rhino,1,0,7306.9,19297.0,3,3,0
1,Fortress,5,Rhino,1,1,7306.9,22191.5,4,3,1
1,Fortress,5,Rhino,1,2,7306.9,27980.6,4,3,1
1,Fortress,5,Rhino,2,0,8872.6,19297.0,3,3,0
1,Fortress,5,Rhino,2,1,8872.6,22191.5,3,3,0
1,Fortress,5,Rhino,2,2,8872.6,27980.6,4,3,1
1,Fortress,7,Mustang,0,0,6524.0,343.0,1,1,0
1,Fortress,7,Mustang,0,1,6524.0,394.4,1,1,0
1,Fortress,7,Mustang,0,2,6524.0,497.3,1,1,0
1,Fortress,7,Mustang,1,0,7306.9,343.0,1,1,0
1,Fortress,7,Mustang,1,1,7306.9,394.4,1,1,0
1,Fortress,7,Mustang,1,2,7306.9,497.3,1,1,0
1,Fortress,7,Mustang,2,0,8872.6,343.0,1,1,0
1,Fortress,7,Mustang,2,1,8872.6,394.4,1,1,0
1,Fortress,7,Mustang,2,2,8872.6,497.3,1,1,0
1,Fortress,8,Steel Ball,0,0,6524.0,4571.0,1,1,0
1,Fortress,8,Steel Ball,0,1,6524.0,5256.6,1,1,0
1,Fortress,8,Steel Ball,0,2,6524.0,6627.9,2,1,1
1,Fortress,8,Steel Ball,1,0,7306.9,4571.0,1,1,0
1,Fortress,8,Steel Ball,1,1,7306.9,5256.6,1,1,0
1,Fortress,8,Steel Ball,1,2,7306.9,6627.9,1,1,0
1,Fortress,8,Steel Ball,2,0,8872.6,4571.0,1,1,0
1,Fortress,8,Steel Ball,2,1,8872.6,5256.6,1,1,0
1,Fortress,8,Steel Ball,2,2,8872.6,6627.9,1,1,0
1,Fortress,9,Fang,0,0,6524.0,117.0,1,1,0
1,Fortress,9,Fang,0,1,6524.0,134.5,1,1,0
1,Fortress,9,Fang,0,2,6524.0,169.7,1,1,0
1,Fortress,9,Fang,1,0,7306.9,117.0,1,1,0
1,Fortress,9,Fang,1,1,7306.9,134.5,1,1,0
1,Fortress,9,Fang,1,2,7306.9,169.7,1,1,0
1,Fortress,9,Fang,2,0,8872.6,117.0,1,1,0
1,Fortress,9,Fang,2,1,8872.6,134.5,1,1,0
1,Fortress,9,Fang,2,2,8872.6,169.7,1,1,0
1,Fortress,10,Crawler,0,0,6524.0,263.0,1,1,0
1,Fortress,10,Crawler,0,1,6524.0,302.4,1,1,0
1,Fortress,10,Crawler,0,2,6524.0,381.3,1,1,0
1,Fortress,10,Crawler,1,0,7306.9,263.0,1,1,0
1,Fortress,10,Crawler,1,1,7306.9,302.4,1,1,0
1,Fortress,10,Crawler,1,2,7306.9,381.3,1,1,0
1,Fortress,10,Crawler,2,0,8872.6,263.0,1,1,0
1,Fortress,10,Crawler,2,1,8872.6,302.4,1,1,0
1,Fortress,10,Crawler,2,2,8872.6,381.3,1,1,0
1,Fortress,12,Stormcaller,0,0,6524.0,1149.0,1,1,0
1,Fortress,12,Stormcaller,0,1,6524.0,1321.3,1,1,0
1,Fortress,12,Stormcaller,0,2,6524.0,1666.0,1,1,0
1,Fortress,12,Stormcaller,1,0,7306.9,1149.0,1,1,0
1,Fortress,12,Stormcaller,1,1,7306.9,1321.3,1,1,0
1,Fortress,12,Stormcaller,1,2,7306.9,1666.0,1,1,0
1,Fortress,12,Stormcaller,2,0,8872.6,1149.0,1,1,0
1,Fortress,12,Stormcaller,2,1,8872.6,1321.3,1,1,0
1,Fortress,12,Stormcaller,2,2,8872.6,1666.0,1,1,0
1,Fortress,13,Sledgehammer,0,0,6524.0,3478.0,1,1,0
1,Fortress,13,Sledgehammer,0,1,6524.0,3999.7,1,1,0
1,Fortress,13,Sledgehammer,0,2,6524.0,5043.1,1,1,0
1,Fortress,13,Sledgehammer,1,0,7306.9,3478.0,1,1,0
1,Fortress,13,Sledgehammer,1,1,7306.9,3999.7,1,1,0
1,Fortress,13,Sledgehammer,1,2,7306.9,5043.1,1,1,0
1,Fortress,13,Sledgehammer,2,0,8872.6,3478.0,1,1,0
1,Fortress,13,Sledgehammer,2,1,8872.6,3999.7,1,1,0
1,Fortress,13,Sledgehammer,2,2,8872.6,5043.1,1,1,0
1,Fortress,14,Hacker,0,0,6524.0,3249.0,1,1,0
1,Fortress,14,Hacker,0,1,6524.0,3736.3,1,1,0
1,Fortress,14,Hacker,0,2,6524.0,4711.1,1,1,0
1,Fortress,14,Hacker,1,0,7306.9,3249.0,1,1,0
1,Fortress,14,Hacker,1,1,7306.9,3736.3,1,1,0
1,Fortress,14,Hacker,1,2,7306.9,4711.1,1,1,0
1,Fortress,14,Hacker,2,0,8872.6,3249.0,1,1,0
1,Fortress,14,Hacker,2,1,8872.6,3736.3,1,1,0
1,Fortress,14,Hacker,2,2,8872.6,4711.1,1,1,0
1,Fortress,15,Arclight,0,0,6524.0,4813.0,1,1,0
1,Fortress,15,Arclight,0,1,6524.0,5534.9,1,1,0
1,Fortress,15,Arclight,0,2,6524.0,6978.8,2,1,1
1,Fortress,15,Arclight,1,0,7306.9,4813.0,1,1,0
1,Fortress,15,Arclight,1,1,7306.9,5534.9,1,1,0
1,Fortress,15,Arclight,1,2,7306.9,6978.8,1,1,0
1,Fortress,15,Arclight,2,0,8872.6,4813.0,1,1,0
1,Fortress,15,Arclight,2,1,8872.6,5534.9,1,1,0
1,Fortress,15,Arclight,2,2,8872.6,6978.8,1,1,0
1,Fortress,17,War Factory,0,0,6524.0,113593.0,18,18,0
1,Fortress,17,War Factory,0,1,6524.0,130631.9,21,18,3
1,Fortress,17,War Factory,0,2,6524.0,164709.9,26,18,8
1,Fortress,17,War Factory,1,0,7306.9,113593.0,16,18,-2
1,Fortress,17,War Factory,1,1,7306.9,130631.9,18,18,0
1,Fortress,17,War Factory,1,2,7306.9,164709.9,23,18,5
1,Fortress,17,War Factory,2,0,8872.6,113593.0,13,18,-5
1,Fortress,17,War Factory,2,1,8872.6,130631.9,15,18,-3
1,Fortress,17,War Factory,2,2,8872.6,164709.9,19,18,1
1,Fortress,19,Scorpion,0,0,6524.0,18632.0,3,3,0
1,Fortress,19,Scorpion,0,1,6524.0,21426.8,4,3,1
1,Fortress,19,Scorpion,0,2,6524.0,27016.4,5,3,2
1,Fortress,19,Scorpion,1,0,7306.9,18632.0,3,3,0
1,Fortress,19,Scorpion,1,1,7306.9,21426.8,3,3,0
1,Fortress,19,Scorpion,1,2,7306.9,27016.4,4,3,1
1,Fortress,19,Scorpion,2,0,8872.6,18632.0,3,3,0
1,Fortress,19,Scorpion,2,1,8872.6,21426.8,3,3,0
1,Fortress,19,Scorpion,2,2,8872.6,27016.4,4,3,1
1,Fortress,20,Fire Badger,0,0,6524.0,4222.0,1,1,0
1,Fortress,20,Fire Badger,0,1,6524.0,4855.3,1,1,0
1,Fortress,20,Fire Badger,0,2,6524.0,6121.9,1,1,0
1,Fortress,20,Fire Badger,1,0,7306.9,4222.0,1,1,0
1,Fortress,20,Fire Badger,1,1,7306.9,4855.3,1,1,0
1,Fortress,20,Fire Badger,1,2,7306.9,6121.9,1,1,0
1,Fortress,20,Fire Badger,2,0,8872.6,4222.0,1,1,0
1,Fortress,20,Fire Badger,2,1,8872.6,4855.3,1,1,0
1,Fortress,20,Fire Badger,2,2,8872.6,6121.9,1,1,0
1,Fortress,21,Sabertooth,0,0,6524.0,14886.0,3,3,0
1,Fortress,21,Sabertooth,0,1,6524.0,17118.9,3,3,0
1,Fortress,21,Sabertooth,0,2,6524.0,21584.7,4,3,1
1,Fortress,21,Sabertooth,1,0,7306.9,14886.0,3,3,0
1,Fortress,21,Sabertooth,1,1,7306.9,17118.9,3,3,0
1,Fortress,21,Sabertooth,1,2,7306.9,21584.7,3,3,0
1,Fortress,21,Sabertooth,2,0,8872.6,14886.0,2,3,-1
1,Fortress,21,Sabertooth,2,1,8872.6,17118.9,2,3,-1
1,Fortress,21,Sabertooth,2,2,8872.6,21584.7,3,3,0
1,Fortress,22,Typhoon,0,0,6524.0,9529.0,2,2,0
1,Fortress,22,Typhoon,0,1,6524.0,10958.3,2,2,0
1,Fortress,22,Typhoon,0,2,6524.0,13817.0,3,2,1
1,Fortress,22,Typhoon,1,0,7306.9,9529.0,2,2,0
1,Fortress,22,Typhoon,1,1,7306.9,10958.3,2,2,0
1,Fortress,22,Typhoon,1,2,7306.9,13817.0,2,2,0
1,Fortress,22,Typhoon,2,0,8872.6,9529.0,2,2,0
1,Fortress,22,Typhoon,2,1,8872.6,10958.3,2,2,0
1,Fortress,22,Typhoon,2,2,8872.6,13817.0,2,2,0
1,Fortress,23,Sandworm,0,0,6524.0,48645.0,8,8,0
1,Fortress,23,Sandworm,0,1,6524.0,55941.7,9,8,1
1,Fortress,23,Sandworm,0,2,6524.0,70535.2,11,8,3
1,Fortress,23,Sandworm,1,0,7306.9,48645.0,7,8,-1
1,Fortress,23,Sandworm,1,1,7306.9,55941.7,8,8,0
1,Fortress,23,Sandworm,1,2,7306.9,70535.2,10,8,2
1,Fortress,23,Sandworm,2,0,8872.6,48645.0,6,8,-2
1,Fortress,23,Sandworm,2,1,8872.6,55941.7,7,8,-1
1,Fortress,23,Sandworm,2,2,8872.6,70535.2,8,8,0
1,Fortress,24,Tarantula,0,0,6524.0,14773.0,3,3,0
1,Fortress,24,Tarantula,0,1,6524.0,16988.9,3,3,0
1,Fortress,24,Tarantula,0,2,6524.0,21420.8,4,3,1
1,Fortress,24,Tarantula,1,0,7306.9,14773.0,3,3,0
1,Fortress,24,Tarantula,1,1,7306.9,16988.9,3,3,0
1,Fortress,24,Tarantula,1,2,7306.9,21420.8,3,3,0
1,Fortress,24,Tarantula,2,0,8872.6,14773.0,2,3,-1
1,Fortress,24,Tarantula,2,1,8872.6,16988.9,2,3,-1
1,Fortress,24,Tarantula,2,2,8872.6,21420.8,3,3,0
1,Fortress,26,Farseer,0,0,6524.0,11991.0,2,2,0
1,Fortress,26,Farseer,0,1,6524.0,13789.6,3,2,1
1,Fortress,26,Farseer,0,2,6524.0,17387.0,3,2,1
1,Fortress,26,Farseer,1,0,7306.9,11991.0,2,2,0
1,Fortress,26,Farseer,1,1,7306.9,13789.6,2,2,0
1,Fortress,26,Farseer,1,2,7306.9,17387.0,3,2,1
1,Fortress,26,Farseer,2,0,8872.6,11991.0,2,2,0
1,Fortress,26,Farseer,2,1,8872.6,13789.6,2,2,0
1,Fortress,26,Farseer,2,2,8872.6,17387.0,2,2,0
1,Fortress,28,Hound,0,0,6524.0,879.0,1,1,0
1,Fortress,28,Hound,0,1,6524.0,1010.8,1,1,0
1,Fortress,28,Hound,0,2,6524.0,1274.5,1,1,0
1,Fortress,28,Hound,1,0,7306.9,879.0,1,1,0
1,Fortress,28,Hound,1,1,7306.9,1010.8,1,1,0
1,Fortress,28,Hound,1,2,7306.9,1274.5,1,1,0
1,Fortress,28,Hound,2,0,8872.6,879.0,1,1,0
1,Fortress,28,Hound,2,1,8872.6,1010.8,1,1,0
1,Fortress,28,Hound,2,2,8872.6,1274.5,1,1,0
1,Fortress,30,Void Eye,0,0,6524.0,1522.0,1,1,0
1,Fortress,30,Void Eye,0,1,6524.0,1750.3,1,1,0
1,Fortress,30,Void Eye,0,2,6524.0,2206.9,1,1,0
1,Fortress,30,Void Eye,1,0,7306.9,1522.0,1,1,0
1,Fortress,30,Void Eye,1,1,7306.9,1750.3,1,1,0
1,Fortress,30,Void Eye,1,2,7306.9,2206.9,1,1,0
1,Fortress,30,Void Eye,2,0,8872.6,1522.0,1,1,0
1,Fortress,30,Void Eye,2,1,8872.6,1750.3,1,1,0
1,Fortress,30,Void Eye,2,2,8872.6,2206.9,1,1,0
1,Fortress,31,Vortex,0,0,6524.0,7425.0,2,2,0
1,Fortress,31,Vortex,0,1,6524.0,8538.8,2,2,0
1,Fortress,31,Vortex,0,2,6524.0,10766.2,2,2,0
1,Fortress,31,Vortex,1,0,7306.9,7425.0,2,2,0
1,Fortress,31,Vortex,1,1,7306.9,8538.8,2,2,0
1,Fortress,31,Vortex,1,2,7306.9,10766.2,2,2,0
1,Fortress,31,Vortex,2,0,8872.6,7425.0,1,2,-1
1,Fortress,31,Vortex,2,1,8872.6,8538.8,1,2,-1
1,Fortress,31,Vortex,2,2,8872.6,10766.2,2,2,0
1,Fortress,2002,Mountain,0,0,6524.0,136657.0,21,21,0
1,Fortress,2002,Mountain,0,1,6524.0,157155.5,25,21,4
1,Fortress,2002,Mountain,0,2,6524.0,198152.6,31,21,10
1,Fortress,2002,Mountain,1,0,7306.9,136657.0,19,21,-2
1,Fortress,2002,Mountain,1,1,7306.9,157155.5,22,21,1
1,Fortress,2002,Mountain,1,2,7306.9,198152.6,28,21,7
1,Fortress,2002,Mountain,2,0,8872.6,136657.0,16,21,-5
1,Fortress,2002,Mountain,2,1,8872.6,157155.5,18,21,-3
1,Fortress,2002,Mountain,2,2,8872.6,198152.6,23,21,2
2,Marksman,1,Fortress,0,0,2329.0,43938.0,19,19,0
2,Marksman,1,Fortress,0,1,2329.0,50528.7,22,19,3
2,Marksman,1,Fortress,0,2,2329.0,63710.1,28,19,9
2,Marksman,1,Fortress,1,0,2608.5,43938.0,17,19,-2
2,Marksman,1,Fortress,1,1,2608.5,50528.7,20,19,1
2,Marksman,1,Fortress,1,2,2608.5,63710.1,25,19,6
2,Marksman,1,Fortress,2,0,3167.4,43938.0,14,19,-5
2,Marksman,1,Fortress,2,1,3167.4,50528.7,16,19,-3
2,Marksman,1,Fortress,2,2,3167.4,63710.1,21,19,2
2,Marksman,2,Marksman,0,0,2329.0,1622.0,1,1,0
2,Marksman,2,Marksman,0,1,2329.0,1865.3,1,1,0
2,Marksman,2,Marksman,0,2,2329.0,2351.9,2,1,1
2,Marksman,2,Marksman,1,0,2608.5,1622.0,1,1,0
2,Marksman,2,Marksman,1,1,2608.5,1865.3,1,1,0
2,Marksman,2,Marksman,1,2,2608.5,2351.9,1,1,0
2,Marksman,2,Marksman,2,0,3167.4,1622.0,1,1,0
2,Marksman,2,Marksman,2,1,3167.4,1865.3,1,1,0
2,Marksman,2,Marksman,2,2,3167.4,2351.9,1,1,0
2,Marksman,3,Vulcan,0,0,2329.0,30279.0,14,14,0
2,Marksman,3,Vulcan,0,1,2329.0,34820.8,15,14,1
2,Marksman,3,Vulcan,0,2,2329.0,43904.5,19,14,5
2,Marksman,3,Vulcan,1,0,2608.5,30279.0,12,14,-2
2,Marksman,3,Vulcan,1,1,2608.5,34820.8,14,14,0
2,Marksman,3,Vulcan,1,2,2608.5,43904.5,17,14,3
2,Marksman,3,Vulcan,2,0,3167.4,30279.0,10,14,-4
2,Marksman,3,Vulcan,2,1,3167.4,34820.8,11,14,-3
2,Marksman,3,Vulcan,2,2,3167.4,43904.5,14,14,0
2,Marksman,4,Melting Point,0,0,2329.0,30907.0,14,14,0
2,Marksman,4,Melting Point,0,1,2329.0,35543.0,16,14,2
2,Marksman,4,Melting Point,0,2,2329.0,44815.2,20,14,6
2,Marksman,4,Melting Point,1,0,2608.5,30907.0,12,14,-2
2,Marksman,4,Melting Point,1,1,2608.5,35543.0,14,14,0
2,Marksman,4,Melting Point,1,2,2608.5,44815.2,18,14,4
2,Marksman,4,Melting Point,2,0,3167.4,30907.0,10,14,-4
2,Marksman,4,Melting Point,2,1,3167.4,35543.0,12,14,-2
2,Marksman,4,Melting Point,2,2,3167.4,44815.2,15,14,1
2,Marksman,5,Rhino,0,0,2329.0,19297.0,9,9,0
2,Marksman,5,Rhino,0,1,2329.0,22191.5,10,9,1
2,Marksman,5,Rhino,0,2,2329.0,27980.6,13,9,4
2,Marksman,5,Rhino,1,0,2608.5,19297.0,8,9,-1
2,Marksman,5,Rhino,1,1,2608.5,22191.5,9,9,0
2,Marksman,5,Rhino,1,2,2608.5,27980.6,11,9,2
2,Marksman,5,Rhino,2,0,3167.4,19297.0,7,9,-2
2,Marksman,5,Rhino,2,1,3167.4,22191.5,8,9,-1
2,Marksman,5,Rhino,2,2,3167.4,27980.6,9,9,0
2,Marksman,6,Wasp,0,0,2329.0,311.0,1,1,0
2,Marksman,6,Wasp,0,1,2329.0,357.6,1,1,0
2,Marksman,6,Wasp,0,2,2329.0,450.9,1,1,0
2,Marksman,6,Wasp,1,0,2608.5,311.0,1,1,0
2,Marksman,6,Wasp,1,1,2608.5,357.6,1,1,0
2,Marksman,6,Wasp,1,2,2608.5,450.9,1,1,0
2,Marksman,6,Wasp,2,0,3167.4,311.0,1,1,0
2,Marksman,6,Wasp,2,1,3167.4,357.6,1,1,0
2,Marksman,6,Wasp,2,2,3167.4,450.9,1,1,0
2,Marksman,7,Mustang,0,0,2329.0,343.0,1,1,0
2,Marksman,7,Mustang,0,1,2329.0,394.4,1,1,0
2,Marksman,7,Mustang,0,2,2329.0,497.3,1,1,0
2,Marksman,7,Mustang,1,0,2608.5,343.0,1,1,0
2,Marksman,7,Mustang,1,1,2608.5,394.4,1,1,0
2,Marksman,7,Mustang,1,2,2608.5,497.3,1,1,0
2,Marksman,7,Mustang,2,0,3167.4,343.0,1,1,0
2,Marksman,7,Mustang,2,1,3167.4,394.4,1,1,0
2,Marksman,7,Mustang,2,2,3167.4,497.3,1,1,0
2,Marksman,8,Steel Ball,0,0,2329.0,4571.0,2,2,0
2,Marksman,8,Steel Ball,0,1,2329.0,5256.6,3,2,1
2,Marksman,8,Steel Ball,0,2,2329.0,6627.9,3,2,1
2,Marksman,8,Steel Ball,1,0,2608.5,4571.0,2,2,0
2,Marksman,8,Steel Ball,1,1,2608.5,5256.6,3,2,1
2,Marksman,8,Steel Ball,1,2,2608.5,6627.9,3,2,1
2,Marksman,8,Steel Ball,2,0,3167.4,4571.0,2,2,0
2,Marksman,8,Steel Ball,2,1,3167.4,5256.6,2,2,0
2,Marksman,8,Steel Ball,2,2,3167.4,6627.9,3,2,1
2,Marksman,9,Fang,0,0,2329.0,117.0,1,1,0
2,Marksman,9,Fang,0,1,2329.0,134.5,1,1,0
2,Marksman,9,Fang,0,2,2329.0,169.7,1,1,0
2,Marksman,9,Fang,1,0,2608.5,117.0,1,1,0
2,Marksman,9,Fang,1,1,2608.5,134.5,1,1,0
2,Marksman,9,Fang,1,2,2608.5,169.7,1,1,0
2,Marksman,9,Fang,2,0,3167.4,117.0,1,1,0
2,Marksman,9,Fang,2,1,3167.4,134.5,1,1,0
2,Marksman,9,Fang,2,2,3167.4,169.7,1,1,0
2,Marksman,10,Crawler,0,0,2329.0,263.0,1,1,0
2,Marksman,10,Crawler,0,1,2329.0,302.4,1,1,0
2,Marksman,10,Crawler,0,2,2329.0,381.3,1,1,0
2,Marksman,10,Crawler,1,0,2608.5,263.0,1,1,0
2,Marksman,10,Crawler,1,1,2608.5,302.4,1,1,0
2,Marksman,10,Crawler,1,2,2608.5,381.3,1,1,0
2,Marksman,10,Crawler,2,0,3167.4,263.0,1,1,0
2,Marksman,10,Crawler,2,1,3167.4,302.4,1,1,0
2,Marksman,10,Crawler,2,2,3167.4,381.3,1,1,0
2,Marksman,11,Overlord,0,0,2329.0,21339.0,10,10,0
2,Marksman,11,Overlord,0,1,2329.0,24539.8,11,10,1
2,Marksman,11,Overlord,0,2,2329.0,30941.5,14,10,4
2,Marksman,11,Overlord,1,0,2608.5,21339.0,9,10,-1
2,Marksman,11,Overlord,1,1,2608.5,24539.8,10,10,0
2,Marksman,11,Overlord,1,2,2608.5,30941.5,12,10,2
2,Marksman,11,Overlord,2,0,3167.4,21339.0,7,10,-3
2,Marksman,11,Overlord,2,1,3167.4,24539.8,8,10,-2
2,Marksman,11,Overlord,2,2,3167.4,30941.5,10,10,0
2,Marksman,12,Stormcaller,0,0,2329.0,1149.0,1,1,0
2,Marksman,12,Stormcaller,0,1,2329.0,1321.3,1,1,0
2,Marksman,12,Stormcaller,0,2,2329.0,1666.0,1,1,0
2,Marksman,12,Stormcaller,1,0,2608.5,1149.0,1,1,0
2,Marksman,12,Stormcaller,1,1,2608.5,1321.3,1,1,0
2,Marksman,12,Stormcaller,1,2,2608.5,1666.0,1,1,0
2,Marksman,12,Stormcaller,2,0,3167.4,1149.0,1,1,0
2,Marksman,12,Stormcaller,2,1,3167.4,1321.3,1,1,0
2,Marksman,12,Stormcaller,2,2,3167.4,1666.0,1,1,0
2,Marksman,13,Sledgehammer,0,0,2329.0,3478.0,2,2,0
2,Marksman,13,Sledgehammer,0,1,2329.0,3999.7,2,2,0
2,Marksman,13,Sledgehammer,0,2,2329.0,5043.1,3,2,1
2,Marksman,13,Sledgehammer,1,0,2608.5,3478.0,2,2,0
2,Marksman,13,Sledgehammer,1,1,2608.5,3999.7,2,2,0
2,Marksman,13,Sledgehammer,1,2,2608.5,5043.1,2,2,0
2,Marksman,13,Sledgehammer,2,0,3167.4,3478.0,2,2,0
2,Marksman,13,Sledgehammer,2,1,3167.4,3999.7,2,2,0
2,Marksman,13,Sledgehammer,2,2,3167.4,5043.1,2,2,0
2,Marksman,14,Hacker,0,0,2329.0,3249.0,2,2,0
2,Marksman,14,Hacker,0,1,2329.0,3736.3,2,2,0
2,Marksman,14,Hacker,0,2,2329.0,4711.1,3,2,1
2,Marksman,14,Hacker,1,0,2608.5,3249.0,2,2,0
2,Marksman,14,Hacker,1,1,2608.5,3736.3,2,2,0
2,Marksman,14,Hacker,1,2,2608.5,4711.1,2,2,0
2,Marksman,14,Hacker,2,0,3167.4,3249.0,2,2,0
2,Marksman,14,Hacker,2,1,3167.4,3736.3,2,2,0
2,Marksman,14,Hacker,2,2,3167.4,4711.1,2,2,0
2,Marksman,15,Arclight,0,0,2329.0,4813.0,3,3,0
2,Marksman,15,Arclight,0,1,2329.0,5534.9,3,3,0
2,Marksman,15,Arclight,0,2,2329.0,6978.8,3,3,0
2,Marksman,15,Arclight,1,0,2608.5,4813.0,2,3,-1
2,Marksman,15,Arclight,1,1,2608.5,5534.9,3,3,0
2,Marksman,15,Arclight,1,2,2608.5,6978.8,3,3,0
2,Marksman,15,Arclight,2,0,3167.4,4813.0,2,3,-1
2,Marksman,15,Arclight,2,1,3167.4,5534.9,2,3,-1
2,Marksman,15,Arclight,2,2,3167.4,6978.8,3,3,0
2,Marksman,16,Phoenix,0,0,2329.0,1491.0,1,1,0
2,Marksman,16,Phoenix,0,1,2329.0,1714.6,1,1,0
2,Marksman,16,Phoenix,0,2,2329.0,2161.9,1,1,0
2,Marksman,16,Phoenix,1,0,2608.5,1491.0,1,1,0
2,Marksman,16,Phoenix,1,1,2608.5,1714.6,1,1,0
2,Marksman,16,Phoenix,1,2,2608.5,2161.9,1,1,0
2,Marksman,16,Phoenix,2,0,3167.4,1491.0,1,1,0
2,Marksman,16,Phoenix,2,1,3167.4,1714.6,1,1,0
2,Marksman,16,Phoenix,2,2,3167.4,2161.9,1,1,0
2,Marksman,17,War Factory,0,0,2329.0,113593.0,49,49,0
2,Marksman,17,War Factory,0,1,2329.0,130631.9,57,49,8
2,Marksman,17,War Factory,0,2,2329.0,164709.9,71,49,22
2,Marksman,17,War Factory,1,0,2608.5,113593.0,44,49,-5
2,Marksman,17,War Factory,1,1,2608.5,130631.9,51,49,2
2,Marksman,17,War Factory,1,2,2608.5,164709.9,64,49,15
2,Marksman,17,War Factory,2,0,3167.4,113593.0,36,49,-13
2,Marksman,17,War Factory,2,1,3167.4,130631.9,42,49,-7
2,Marksman,17,War Factory,2,2,3167.4,164709.9,53,49,4
2,Marksman,18,Wraith,0,0,2329.0,14115.0,7,7,0
2,Marksman,18,Wraith,0,1,2329.0,16232.2,7,7,0
2,Marksman,18,Wraith,0,2,2329.0,20466.8,9,7,2
2,Marksman,18,Wraith,1,0,2608.5,14115.0,6,7,-1
2,Marksman,18,Wraith,1,1,2608.5,16232.2,7,7,0
2,Marksman,18,Wraith,1,2,2608.5,20466.8,8,7,1
2,Marksman,18,Wraith,2,0,3167.4,14115.0,5,7,-2
2,Marksman,18,Wraith,2,1,3167.4,16232.2,6,7,-1
2,Marksman,18,Wraith,2,2,3167.4,20466.8,7,7,0
2,Marksman,19,Scorpion,0,0,2329.0,18632.0,8,8,0
2,Marksman,19,Scorpion,0,1,2329.0,21426.8,10,8,2
2,Marksman,19,Scorpion,0,2,2329.0,27016.4,12,8,4
2,Marksman,19,Scorpion,1,0,2608.5,18632.0,8,8,0
2,Marksman,19,Scorpion,1,1,2608.5,21426.8,9,8,1
2,Marksman,19,Scorpion,1,2,2608.5,27016.4,11,8,3
2,Marksman,19,Scorpion,2,0,3167.4,18632.0,6,8,-2
2,Marksman,19,Scorpion,2,1,3167.4,21426.8,7,8,-1
2,Marksman,19,Scorpion,2,2,3167.4,27016.4,9,8,1
2,Marksman,20,Fire Badger,0,0,2329.0,4222.0,2,2,0
2,Marksman,20,Fire Badger,0,1,2329.0,4855.3,3,2,1
2,Marksman,20,Fire Badger,0,2,2329.0,6121.9,3,2,1
2,Marksman,20,Fire Badger,1,0,2608.5,4222.0,2,2,0
